,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
18,0.0,0.1962749,0.5724826,0.947304,1.32056,1.692039,2.061492,2.428624,2.79308,3.154432,3.512165,3.865644,4.214092,4.556544,4.891797,5.218339,5.534264,5.837158,6.123975,6.39089,6.633179,6.845182,7.02045,7.152215,7.234274,7.262171,7.234274,7.152215,7.02045,6.845182,6.633179,6.39089,6.123975,5.837158,5.534264,5.218339,4.891797,4.556544,4.214092,3.865644,3.512165,3.154432,2.79308,2.428624,2.061492,1.692039,1.32056,0.947304,0.5724826,0.1962749,0.0
19,0.0,0.2988742,0.6792177,1.058507,1.436603,1.813339,2.188521,2.561911,2.933228,3.302126,3.668184,4.030879,4.389562,4.743412,5.091385,5.432142,5.763945,6.084522,6.39089,6.679124,6.944108,7.179303,7.376716,7.527317,7.622233,7.654721,7.622233,7.527317,7.376716,7.179303,6.944108,6.679124,6.39089,6.084522,5.763945,5.432142,5.091385,4.743412,4.389562,4.030879,3.668184,3.302126,2.933228,2.561911,2.188521,1.813339,1.436603,1.058507,0.6792177,0.2988742,0.0
20,0.00192445,0.3865433,0.7704949,1.153693,1.536034,1.917398,2.29764,2.676584,3.05402,3.429686,3.803263,4.174348,4.542434,4.906873,5.266823,5.62118,5.968472,6.306713,6.633179,6.944108,7.234274,7.496475,7.721081,7.896075,8.008401,8.047271,8.008401,7.896075,7.721081,7.496475,7.234274,6.944108,6.633179,6.306713,5.968472,5.62118,5.266823,4.906873,4.542434,4.174348,3.803263,3.429686,3.05402,2.676584,2.29764,1.917398,1.536034,1.153693,0.7704949,0.3865433,0.00192445
21,0.07145278,0.458871,0.8458526,1.23234,1.618264,2.003544,2.388082,2.771759,3.154432,3.535923,3.916008,4.294409,4.670765,5.044614,5.415342,5.782129,6.143853,6.498948,6.845182,7.179303,7.496475,7.789423,8.047271,8.254484,8.391496,8.439821,8.391496,8.254484,8.047271,7.789423,7.496475,7.179303,6.845182,6.498948,6.143853,5.782129,5.415342,5.044614,4.670765,4.294409,3.916008,3.535923,3.154432,2.771759,2.388082,2.003544,1.618264,1.23234,0.8458526,0.458871,0.07145278
22,0.1258685,0.5155069,0.9048952,1.294,1.682781,2.071192,2.459174,2.846658,3.23356,3.619772,4.005163,4.389562,4.772752,5.154447,5.534264,5.91168,6.285965,6.656073,7.02045,7.376716,7.721081,8.047271,8.344572,8.594662,8.768668,8.832371,8.768668,8.594662,8.344572,8.047271,7.721081,7.376716,7.02045,6.656073,6.285965,5.91168,5.534264,5.154447,4.772752,4.389562,4.005163,3.619772,3.23356,2.846658,2.459174,2.071192,1.682781,1.294,0.9048952,0.5155069,0.1258685
23,0.164921,0.5561688,0.947304,1.338311,1.729173,2.119867,2.510366,2.900641,3.29065,3.680345,4.069664,4.458528,4.846834,5.234446,5.62118,6.006782,6.39089,6.772972,7.152215,7.527317,7.896075,8.254484,8.594662,8.899721,9.132252,9.22492,9.132252,8.899721,8.594662,8.254484,7.896075,7.527317,7.152215,6.772972,6.39089,6.006782,5.62118,5.234446,4.846834,4.458528,4.069664,3.680345,3.29065,2.900641,2.510366,2.119867,1.729173,1.338311,0.947304,0.5561688,0.164921
24,0.188427,0.5806502,0.9728448,1.365007,1.757133,2.149216,2.541251,2.933228,3.325138,3.716968,4.108703,4.500321,4.891797,5.283094,5.674166,6.064943,6.45533,6.845182,7.234274,7.622233,8.008401,8.391496,8.768668,9.132252,9.454871,9.61747,9.454871,9.132252,8.768668,8.391496,8.008401,7.622233,7.234274,6.845182,6.45533,6.064943,5.674166,5.283094,4.891797,4.500321,4.108703,3.716968,3.325138,2.933228,2.541251,2.149216,1.757133,1.365007,0.9728448,0.5806502,0.188427
25,0.1962749,0.5888247,0.9813745,1.373924,1.766474,2.159024,2.551574,2.944124,3.336673,3.729223,4.121773,4.514323,4.906873,5.299422,5.691972,6.084522,6.477072,6.869622,7.262171,7.654721,8.047271,8.439821,8.832371,9.22492,9.61747,9.99,9.61747,9.22492,8.832371,8.439821,8.047271,7.654721,7.262171,6.869622,6.477072,6.084522,5.691972,5.299422,4.906873,4.514323,4.121773,3.729223,3.336673,2.944124,2.551574,2.159024,1.766474,1.373924,0.9813745,0.5888247,0.1962749
26,0.188427,0.5806502,0.9728448,1.365007,1.757133,2.149216,2.541251,2.933228,3.325138,3.716968,4.108703,4.500321,4.891797,5.283094,5.674166,6.064943,6.45533,6.845182,7.234274,7.622233,8.008401,8.391496,8.768668,9.132252,9.454871,9.61747,9.454871,9.132252,8.768668,8.391496,8.008401,7.622233,7.234274,6.845182,6.45533,6.064943,5.674166,5.283094,4.891797,4.500321,4.108703,3.716968,3.325138,2.933228,2.541251,2.149216,1.757133,1.365007,0.9728448,0.5806502,0.188427
27,0.164921,0.5561688,0.947304,1.338311,1.729173,2.119867,2.510366,2.900641,3.29065,3.680345,4.069664,4.458528,4.846834,5.234446,5.62118,6.006782,6.39089,6.772972,7.152215,7.527317,7.896075,8.254484,8.594662,8.899721,9.132252,9.22492,9.132252,8.899721,8.594662,8.254484,7.896075,7.527317,7.152215,6.772972,6.39089,6.006782,5.62118,5.234446,4.846834,4.458528,4.069664,3.680345,3.29065,2.900641,2.510366,2.119867,1.729173,1.338311,0.947304,0.5561688,0.164921
28,0.1258685,0.5155069,0.9048952,1.294,1.682781,2.071192,2.459174,2.846658,3.23356,3.619772,4.005163,4.389562,4.772752,5.154447,5.534264,5.91168,6.285965,6.656073,7.02045,7.376716,7.721081,8.047271,8.344572,8.594662,8.768668,8.832371,8.768668,8.594662,8.344572,8.047271,7.721081,7.376716,7.02045,6.656073,6.285965,5.91168,5.534264,5.154447,4.772752,4.389562,4.005163,3.619772,3.23356,2.846658,2.459174,2.071192,1.682781,1.294,0.9048952,0.5155069,0.1258685
29,0.07145278,0.458871,0.8458526,1.23234,1.618264,2.003544,2.388082,2.771759,3.154432,3.535923,3.916008,4.294409,4.670765,5.044614,5.415342,5.782129,6.143853,6.498948,6.845182,7.179303,7.496475,7.789423,8.047271,8.254484,8.391496,8.439821,8.391496,8.254484,8.047271,7.789423,7.496475,7.179303,6.845182,6.498948,6.143853,5.782129,5.415342,5.044614,4.670765,4.294409,3.916008,3.535923,3.154432,2.771759,2.388082,2.003544,1.618264,1.23234,0.8458526,0.458871,0.07145278
30,0.00192445,0.3865433,0.7704949,1.153693,1.536034,1.917398,2.29764,2.676584,3.05402,3.429686,3.803263,4.174348,4.542434,4.906873,5.266823,5.62118,5.968472,6.306713,6.633179,6.944108,7.234274,7.496475,7.721081,7.896075,8.008401,8.047271,8.008401,7.896075,7.721081,7.496475,7.234274,6.944108,6.633179,6.306713,5.968472,5.62118,5.266823,4.906873,4.542434,4.174348,3.803263,3.429686,3.05402,2.676584,2.29764,1.917398,1.536034,1.153693,0.7704949,0.3865433,0.00192445
31,0.0,0.2988742,0.6792177,1.058507,1.436603,1.813339,2.188521,2.561911,2.933228,3.302126,3.668184,4.030879,4.389562,4.743412,5.091385,5.432142,5.763945,6.084522,6.39089,6.679124,6.944108,7.179303,7.376716,7.527317,7.622233,7.654721,7.622233,7.527317,7.376716,7.179303,6.944108,6.679124,6.39089,6.084522,5.763945,5.432142,5.091385,4.743412,4.389562,4.030879,3.668184,3.302126,2.933228,2.561911,2.188521,1.813339,1.436603,1.058507,0.6792177,0.2988742,0.0
32,0.0,0.1962749,0.5724826,0.947304,1.32056,1.692039,2.061492,2.428624,2.79308,3.154432,3.512165,3.865644,4.214092,4.556544,4.891797,5.218339,5.534264,5.837158,6.123975,6.39089,6.633179,6.845182,7.02045,7.152215,7.234274,7.262171,7.234274,7.152215,7.02045,6.845182,6.633179,6.39089,6.123975,5.837158,5.534264,5.218339,4.891797,4.556544,4.214092,3.865644,3.512165,3.154432,2.79308,2.428624,2.061492,1.692039,1.32056,0.947304,0.5724826,0.1962749,0.0
33,0.0,0.0792082,0.4508076,0.8206647,1.18856,1.554238,1.917398,2.277686,2.634679,2.987876,3.336673,3.680345,4.018007,4.348586,4.670765,4.98293,5.283094,5.568826,5.837158,6.084522,6.306713,6.498948,6.656073,6.772972,6.845182,6.869622,6.845182,6.772972,6.656073,6.498948,6.306713,6.084522,5.837158,5.568826,5.283094,4.98293,4.670765,4.348586,4.018007,3.680345,3.336673,2.987876,2.634679,2.277686,1.917398,1.554238,1.18856,0.8206647,0.4508076,0.0792082,0.0
34,0.0,0.0,0.3147551,0.6792177,1.041309,1.400731,1.757133,2.110108,2.459174,2.803764,3.143203,3.476689,3.803263,4.121773,4.430839,4.728803,5.013677,5.283094,5.534264,5.763945,5.968472,6.143853,6.285965,6.39089,6.45533,6.477072,6.45533,6.39089,6.285965,6.143853,5.968472,5.763945,5.534264,5.283094,5.013677,4.728803,4.430839,4.121773,3.803263,3.476689,3.143203,2.803764,2.459174,2.110108,1.757133,1.400731,1.041309,0.6792177,0.3147551,0.0,0.0
35,0.0,0.0,0.164921,0.5236254,0.8795444,1.23234,1.581618,1.926925,2.267728,2.603405,2.933228,3.256338,3.571724,3.878196,4.174348,4.458528,4.728803,4.98293,5.218339,5.432142,5.62118,5.782129,5.91168,6.006782,6.064943,6.084522,6.064943,6.006782,5.91168,5.782129,5.62118,5.432142,5.218339,4.98293,4.728803,4.458528,4.174348,3.878196,3.571724,3.256338,2.933228,2.603405,2.267728,1.926925,1.581618,1.23234,0.8795444,0.5236254,0.164921,0.0,0.0
36,0.0,0.0,0.00192445,0.3545715,0.7040227,1.049904,1.391786,1.729173,2.061492,2.388082,2.708172,3.020869,3.325138,3.619772,3.903378,4.174348,4.430839,4.670765,4.891797,5.091385,5.266823,5.415342,5.534264,5.62118,5.674166,5.691972,5.674166,5.62118,5.534264,5.415342,5.266823,5.091385,4.891797,4.670765,4.430839,4.174348,3.903378,3.619772,3.325138,3.020869,2.708172,2.388082,2.061492,1.729173,1.391786,1.049904,0.7040227,0.3545715,0.00192445,0.0,0.0
37,0.0,0.0,0.0,0.1727501,0.5155069,0.8542639,1.18856,1.517869,1.841588,2.159024,2.469384,2.771759,3.065105,3.348229,3.619772,3.878196,4.121773,4.348586,4.556544,4.743412,4.906873,5.044614,5.154447,5.234446,5.283094,5.299422,5.283094,5.234446,5.154447,5.044614,4.906873,4.743412,4.556544,4.348586,4.121773,3.878196,3.619772,3.348229,3.065105,2.771759,2.469384,2.159024,1.841588,1.517869,1.18856,0.8542639,0.5155069,0.1727501,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.3147551,0.6462466,0.9728448,1.294,1.609087,1.917398,2.218129,2.510366,2.79308,3.065105,3.325138,3.571724,3.803263,4.018007,4.214092,4.389562,4.542434,4.670765,4.772752,4.846834,4.891797,4.906873,4.891797,4.846834,4.772752,4.670765,4.542434,4.389562,4.214092,4.018007,3.803263,3.571724,3.325138,3.065105,2.79308,2.510366,2.218129,1.917398,1.609087,1.294,0.9728448,0.6462466,0.3147551,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.1025109,0.426658,0.7455119,1.058507,1.365007,1.664297,1.955571,2.23793,2.510366,2.771759,3.020869,3.256338,3.476689,3.680345,3.865644,4.030879,4.174348,4.294409,4.389562,4.458528,4.500321,4.514323,4.500321,4.458528,4.389562,4.294409,4.174348,4.030879,3.865644,3.680345,3.476689,3.256338,3.020869,2.771759,2.510366,2.23793,1.955571,1.664297,1.365007,1.058507,0.7455119,0.426658,0.1025109,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.1962749,0.5073954,0.8122841,1.1103,1.400731,1.682781,1.955571,2.218129,2.469384,2.708172,2.933228,3.143203,3.336673,3.512165,3.668184,3.803263,3.916008,4.005163,4.069664,4.108703,4.121773,4.108703,4.069664,4.005163,3.916008,3.803263,3.668184,3.512165,3.336673,3.143203,2.933228,2.708172,2.469384,2.218129,1.955571,1.682781,1.400731,1.1103,0.8122841,0.5073954,0.1962749,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.2592852,0.5561688,0.8458526,1.127632,1.400731,1.664297,1.917398,2.159024,2.388082,2.603405,2.803764,2.987876,3.154432,3.302126,3.429686,3.535923,3.619772,3.680345,3.716968,3.729223,3.716968,3.680345,3.619772,3.535923,3.429686,3.302126,3.154432,2.987876,2.803764,2.603405,2.388082,2.159024,1.917398,1.664297,1.400731,1.127632,0.8458526,0.5561688,0.2592852,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.00192445,0.2909435,0.5724826,0.8458526,1.1103,1.365007,1.609087,1.841588,2.061492,2.267728,2.459174,2.634679,2.79308,2.933228,3.05402,3.154432,3.23356,3.29065,3.325138,3.336673,3.325138,3.29065,3.23356,3.154432,3.05402,2.933228,2.79308,2.634679,2.459174,2.267728,2.061492,1.841588,1.609087,1.365007,1.1103,0.8458526,0.5724826,0.2909435,0.00192445,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01733338,0.2909435,0.5561688,0.8122841,1.058507,1.294,1.517869,1.729173,1.926925,2.110108,2.277686,2.428624,2.561911,2.676584,2.771759,2.846658,2.900641,2.933228,2.944124,2.933228,2.900641,2.846658,2.771759,2.676584,2.561911,2.428624,2.277686,2.110108,1.926925,1.729173,1.517869,1.294,1.058507,0.8122841,0.5561688,0.2909435,0.01733338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00192445,0.2592852,0.5073954,0.7455119,0.9728448,1.18856,1.391786,1.581618,1.757133,1.917398,2.061492,2.188521,2.29764,2.388082,2.459174,2.510366,2.541251,2.551574,2.541251,2.510366,2.459174,2.388082,2.29764,2.188521,2.061492,1.917398,1.757133,1.581618,1.391786,1.18856,0.9728448,0.7455119,0.5073954,0.2592852,0.00192445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1962749,0.426658,0.6462466,0.8542639,1.049904,1.23234,1.400731,1.554238,1.692039,1.813339,1.917398,2.003544,2.071192,2.119867,2.149216,2.159024,2.149216,2.119867,2.071192,2.003544,1.917398,1.813339,1.692039,1.554238,1.400731,1.23234,1.049904,0.8542639,0.6462466,0.426658,0.1962749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1025109,0.3147551,0.5155069,0.7040227,0.8795444,1.041309,1.18856,1.32056,1.436603,1.536034,1.618264,1.682781,1.729173,1.757133,1.766474,1.757133,1.729173,1.682781,1.618264,1.536034,1.436603,1.32056,1.18856,1.041309,0.8795444,0.7040227,0.5155069,0.3147551,0.1025109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1727501,0.3545715,0.5236254,0.6792177,0.8206647,0.947304,1.058507,1.153693,1.23234,1.294,1.338311,1.365007,1.373924,1.365007,1.338311,1.294,1.23234,1.153693,1.058507,0.947304,0.8206647,0.6792177,0.5236254,0.3545715,0.1727501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00192445,0.164921,0.3147551,0.4508076,0.5724826,0.6792177,0.7704949,0.8458526,0.9048952,0.947304,0.9728448,0.9813745,0.9728448,0.947304,0.9048952,0.8458526,0.7704949,0.6792177,0.5724826,0.4508076,0.3147551,0.164921,0.00192445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0792082,0.1962749,0.2988742,0.3865433,0.458871,0.5155069,0.5561688,0.5806502,0.5888247,0.5806502,0.5561688,0.5155069,0.458871,0.3865433,0.2988742,0.1962749,0.0792082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00192445,0.07145278,0.1258685,0.164921,0.188427,0.1962749,0.188427,0.164921,0.1258685,0.07145278,0.00192445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
